text,label
Bring me his answers quickly .,0
Even though half of him is like a,0
"Lord Alexas , sweet Alexas , most anything Alexas , almost the most consummate Alexas , where's the fortuneteller you recommended so highly to the Queen ?",0
"Oh , I only wish I knew the name of that husband you said he predicted will have a cheating wife !",0
I don't make fortunes ; I only see them .,0
Then see a good one for me .,0
"No , he means you'll use makeup when you're old .",0
May my wrinkles forbid that !,0
Don't joke about his predictions .,0
Pay attention .,0
Quiet !,0
You will love more than you are loved .,0
"It's proper that we speak first , which is why we sent our proposals ahead of us for your consideration .",0
Why did Cassius conspire against Caesar ?,0
Take your time .,0
"Pompey , you can not frighten us with your navy .",0
We'll meet you at sea .,0
"Yes , on land you do outnumber me .",0
Even more since you annexed my father's house and lands .,0
"But since , To get back to the matter at hand , what do you think of our proposal ?",0
That's the point .,0
"Don't let us talk you into anything , but consider carefully the value of our offers .",0
You have offered me the lands of Sicily and Sardinia .,0
"In return , I must clear the sea of pirates and send tributes of wheat to Rome .",0
"If I agree to this , we may leave unharmed , with our shields undented .",0
That's our offer .,0
You should know that when I came here I was prepared to accept your offer .,0
Let me shake your hand .,0
I didn't think I would see you here .,0
The East is very seductive .,0
"Well , I can not tell how my difficult life has weathered my face , but I will never let those difficulties subdue my courage .",0
It's good we had this meeting .,0
"I hope it works out for the best , Lepidus .",0
So we are in agreement .,0
That's the next thing on the agenda .,0
We'll have celebration feasts for each other before we go our separate ways .,0
"I'll give the first one , Pompey .",0
"No , Antony .",0
"Whether your banquet is first or last , your Egyptian cooking will make it the best .",0
I heard that Julius Caesar got fat from all the feasting there .,0
You've heard a lot .,0
"I mean well , sir .",0
I'm sure you do .,0
I've heard a lot more .,0
"I heard that Apollodorus carried , What did he carry , please ?",0
"How are you , soldier ?",0
"I'm well , and probably will be for a while , as I hear that four feasts are being prepared .",0
Let me shake your hand .,0
I've never been your enemy .,0
I've seen you fight and envied your skill .,0
"Sir , I wouldn't say I was your friend , but I've praised you when you deserved ten times more praise than I gave .",0
Enjoy your frankness ; it suits you .,0
I invite you all aboard my ship .,0
"After you , my lords ?",0
"Show us the way , sir .",0
Come with me .,0
I think it was at sea .,0
"That it was , sir .",0
You've done well at sea .,0
And you've done well on land .,0
"I'll flatter anyone who flatters me , though what I've accomplished on land can not be denied .",0
Neither can my accomplishments at sea .,0
"Yes , for your own safety , you should deny one thing : you have been a great thief at sea .",0
As you were on land .,0
That's the one part of my service on land I do deny .,0
"But let's shake hands , Menas .",0
"If our eyes were policemen , they might capture two thieves at once while we're embracing .",0
"Men's faces are truthful , whatever their hands do .",0
But no beautiful woman has an honest face .,0
That's no lie .,0
They steal hearts .,0
We came here to fight against you .,0
"For my part , I'm sorry this battle turned into a drinking match .",0
Today Pompey laughs away his fortune .,0
"If that's true , he won't get it back by crying .",0
"That's the truth , sir .",0
We didn't expect Mark Antony to be here .,0
Is he married to Cleopatra ?,0
Caesar's sister is named Octavia .,0
"That's true , sir .",0
She was previously Caius Marcellus' wife .,0
But she is now Mark Antony's wife .,0
"Excuse me , sir ?",0
It's true .,0
Then Caesar and he will always be united .,0
"If I were to make a prediction regarding this union , I wouldn't say that .",0
I think the marriage was made more for political reasons than for love .,0
I think so too .,0
But you'll see that the very thing that joins them will be the thing that separates them .,0
"Octavia has a pious , chaste , meek disposition .",0
Doesn't everyone want a wife like that ?,0
"Not someone who doesn't share that disposition , meaning Mark Antony .",0
He'll go back to his Egyptian dish .,0
"Then Octavia's complaints will rouse Caesar , and as I said before , the thing that brought them together will part them .",0
Antony will go where his passion is .,0
He only married out of political necessity .,0
Then that's the way it may turn out .,0
"Come on , sir , will you come aboard ?",0
I want to drink your health .,0
"I'll join you , sir .",0
We did a lot of drinking in Egypt .,0
Let's go .,0
"Here's where they'll end up , on the floor .",0
Some of them are leaning already .,0
Lepidus is red in the face .,0
They made him drink the leftover wine usually given to the poor .,0
I'd rather carry a reed that obviously can't protect me than a sword I can not lift .,0
"This is how they do it , sir : they measure the depth of the Nile , according to certain marks made on the walls of the Pyramid .",0
They know by those measurements if there will be famine or plenty .,0
"The higher the Nile flows , the better the harvest .",0
The harvest comes shortly after that .,0
Do you have unusual snakes there ?,0
"Yes , Lepidus .",0
"The Egyptian snake is born when the sun shines on the Nile mud , just like the crocodile .",0
"I don't feel so well , but I won't stop .",0
Not until you pass out .,0
I'm afraid you'll keep going until then .,0
I've heard that the pyramids build by the Ptolemies are splendid .,0
Without doubt I've heard that .,0
What does a crocodile look like ?,0
"Sir , it's shaped like itself and is as wide as it has width .",0
It is only as high as it is and moves with its own legs .,0
Its own color .,0
It's a strange snake .,0
It is that .,0
And its tears are wet .,0
What is it ?,0
I've always had great respect for your destiny .,0
You've served me faithfully .,0
What else can I say ?,0
What are you saying ?,0
Would you like to be king of the entire world ?,0
Now I've said it twice .,0
How could that happen ?,0
Just listen to him .,0
Be kind now and tell me some excellent fortune .,0
Tell me that I'll marry three kings before noon and be widowed by all of them .,0
"Oh , excellent !",0
Then my children will probably be illegitimate .,0
"Tell me , please : how many boys and girls will I have ?",0
"If every time you wished for a child you could have had one , you would have a million children .",0
You seem to think no one outside of your bedroom knows what you wish .,0
We'll all want our fortune told .,0
"My fortune , like that of many of us tonight , is to go drunk to bed .",0
Are you drunk ?,0
"No , Pompey , I haven't had anything to drink .",0
Tell me how .,0
The three who share the known world are aboard your boat .,0
Everything that belongs to them is yours .,0
"Oh , you should have done it without telling me !",0
For you to do it would be good service .,0
"You should know that to me , profit isn't more important than honor , but the other way around .",0
Regret that your mouth betrayed your actions .,0
But now I must condemn it .,0
Give it up and go drink .,0
This toast is for Lepidus !,0
"Here's to you , Menas .",0
"I accept with thanks , Enobarbus .",0
"There goes a strong fellow , Menas .",0
Why do you say that ?,0
He carries a third of the world .,0
Can't you see that ?,0
Then a third of the world is drunk .,0
Drink up .,0
"All right , then .",0
This hasn't reached the level of an Egyptian feast yet .,0
It's getting there .,0
Clink your cups together in a toast !,0
Here's to Caesar .,0
I could do without another toast .,0
Live in the moment .,0
But I would rather abstain from everything for four days than drink so much in one .,0
"Let's have one , good soldier .",0
"Come , let's join our hands until the overpowering wine makes us soft and forgetful .",0
Everyone join hands .,0
How can you top that ?,0
"Good night , Pompey .",0
"Yes , we will .",0
Let's shake on it .,0
We're friends !,0
"Come , this way to the rowboat .",0
Be careful not to fall in .,0
"Menas , I'm not going back on shore .",0
"No , come to my cabin .",0
What do you say ?,0
There's my hat !,0
Hooray !,0
"Come on , noble captain .",0
"Now I've paid you back , Parthia , and gotten revenge for Marcus Crassus' death .",0
"You must understand , Silius , that it's better to leave something undone than achieve too much fame in your superior's absence .",0
Caesar and Antony have always achieved more by delegating authority to their officers than by leading their troops in person .,0
A man who achieves more in war than his captain does becomes his captain's rival .,0
"I could do more to help Antony , but to do so would insult him .",0
"A soldier is just a tool , like his sword , unless he has your qualities , Ventidius .",0
Are you going to write Antony about this ?,0
"I'll write how , under his flag and with his well-paid troops , we have beaten the formerly unvanquished Parthia .",0
Where's Antony now ?,0
Did the brothers-in-law leave ?,0
"They finished their business with Pompey , and Pompey has left .",0
Octavia weeps at the thought of leaving Rome .,0
Caesar is in a sober mood .,0
He's a stylish man .,0
And how he loves Caesar !,0
"Yes , but how he adores Mark Antony !",0
Caesar ?,0
Then what's Antony ?,0
A god of a god ?,0
Are you talking about Caesar ?,0
He's without equal !,0
"Oh , Antony !",0
"Oh , you If you want to praise Caesar , just say his name , that's all the praise that's necessary .",0
He certainly flattered them both with extravagant compliments .,0
"He loves Caesar best , but he also loves Antony .",0
Oh !,0
"Hearts can not think it , tongues can not speak it , meas-urements can not calculate it , scribes can not write it , bards can not sing it , and poets can not make verses about it .",0
He loves them both .,0
"They are his dung , and he their beetle .",0
"So , there's the signal to ride .",0
"Good-bye , noble Agrippa .",0
"Good luck , worthy soldier , and good-bye .",0
"You can't go any further with us , sir .",0
"If you and I don't value her equally , it would be better for us to work out our differences without her .",0
Don't insult me with your distrust .,0
I mean what I say .,0
"You won't find any cause for anxiety , even if you look for one .",0
"So , may the gods protect you and change the hearts of the Romans so that they turn and give you their support .",0
We'll leave you here .,0
"Good-bye , my dearest sister , good-bye .",0
I hope you have good weather to set your mind at ease .,0
Farewell .,0
My noble brother !,0
Her eyes are like April : full of showers .,0
"What is it , Octavia ?",0
I'll tell you privately .,0
"See , now I have you .",0
And thus I let you go and give you to the gods .,0
Good-bye .,0
Be happy .,0
"Farewell , farewell .",0
Farewell .,0
"Like the Oh stop it , you lusty bed-hopper .",0
You can't see the future .,0
"Well , if a moist palm isn't a clear sign of promiscuity , then I can't scratch my own ear .",0
Your fortunes are the same .,0
But how ?,0
Give me details .,0
I've said what I have to say .,0
Isn't my fortune just a little better than hers ?,0
"Well , if you could have just an inch of better fortune than me , where would you like the improvement ?",0
Not in my husband's nose .,0
May heaven save us from indecent thoughts !,0
Alexas !,0
"If it's sad to see a handsome man with a cheating wife , it's a tragedy to see an ugly thug with a wife who's faithful .",0
"Therefore , dear Isis , do the right thing and give him the fortune he deserves .",0
Where is that messenger ?,0
He's afraid to come in .,0
"Oh , come on. , Come here , sir .",0
"Gracious Queen , even Herod of Judea wouldn't dare look at you unless you were in a good mood .",0
I'll have Herod's head chopped off !,0
Most formidable Queen !,0
Did you see Octavia ?,0
"Yes , revered Queen .",0
Where ?,0
"In Rome , Madam .",0
I saw her face as she walked with her brother and Mark Antony .,0
Is she as tall as I am ?,0
"She is not , madam .",0
Did you hear her speak ?,0
Is her voice pitched high or low ?,0
"Madam , I heard her speak .",0
She has a low-pitched voice .,0
That's not in her favor .,0
He can't like her very long .,0
Like her ?,0
"Oh , Isis , that's impossible .",0
"You're right , Charmian .",0
She creeps along .,0
"She has a body , not a life .",0
Is this true ?,0
"If not , then I have no powers of observation .",0
There aren't three people in all of Egypt who could do better .,0
She doesn't have anything going for her so far .,0
This messenger is wise .,0
Very wise .,0
"Do you hear that , Charmian ?",0
And I think she's at least thirty .,0
Do you remember her face ?,0
Was it long or round ?,0
Round enough to be unattractive .,0
Usually that means a person is foolish .,0
What color is her hair ?,0
"Brown , madam , and she wouldn't want her forehead to be any lower .",0
You mustn't hold my earlier outburst against me .,0
I'll hire you again to go back to Rome .,0
My letters are ready to go .,0
He's an admirable man .,0
He certainly is .,0
I'm very sorry I was so hard on him .,0
"Not a bit , madam .",0
Everything may still be all right .,0
"I assure you it is , madam .",0
"Oh , dear husband , don't believe everything you hear , or if you must believe it , don't let it all make you angry .",0
No lady could be more miserable than I if you two disagree .,0
"Gentle Octavia , support the one that supports you .",0
"In the meantime , I'll raise an army that will surpass his .",0
"May the god of power make me , the weakest of the weak , your mediator .",0
"When you find out who started this disagreement , turn your anger upon them .",0
Order supplies for your trip and choose your traveling companions .,0
"How goes it , friend Eros ?",0
"Some startling news has just arrived , sir .",0
"What news , man ?",0
Caesar and Lepidus declared war against Pompey .,0
That's old news .,0
Who's winning ?,0
So the weak third of the triumvirate is imprisoned until death frees him .,0
"And even if you throw everything you possess to the two of them , they'll battle each other to the death to have it all .",0
Where's Antony ?,0
"Another thing , Domitius : Antony wants to see you now .",0
I should have waited to tell you my news .,0
But never mind .,0
Take me to Antony .,0
"Come with me , sir .",0
"In Alexandria he condemned Rome , and that's not all .",0
This is what happened : he and Cleopatra sat on chairs of gold on a silver-covered stage in the marketplace .,0
He did this in public ?,0
"He gave Syria , Cilicia , and Phoenicia to Ptolemy .",0
Let's send this news to Rome .,0
The Roman people are fed up with his arrogance already .,0
"The people have heard it already , and they've been told of his accusations .",0
Who does he accuse ?,0
"He accuses me of withholding his share of Sextus Pompeius' possessions , which we seized in Sicily .",0
Then he says I didn't return some ships he loaned me .,0
"Sir , these accusations should be answered .",0
"It has been done already , and the messenger is on his way .",0
I answered that Lepidus had become too brutal and abused his position .,0
He'll never agree to that .,0
Then we won't agree to his demands .,0
"Greetings , Caesar , my lord !",0
"Greetings , dearest Caesar !",0
"Oh , to think you've been rejected !",0
"You've never thought of me like that , and you have no reason to .",0
Then why did you travel so quietly ?,0
You didn't arrive like Caesar's sister .,0
"Antony's wife should have an army to escort her , with neighing horses to announce her arrival long before she appears .",0
The dust from your attending troops should have risen to heaven .,0
I would have met you by sea and again by land .,0
Mark Antony heard that you were preparing to wage war on him .,0
"Which he quickly allowed , given that you're an obstacle to his lust .",0
Amen .,0
Quiet !,0
Here comes Antony .,0
Have you seen my lord ?,0
"No , lady .",0
Wasn't he here ?,0
"No , madam .",0
"He was in a good mood , and then suddenly he started thinking of Rome .",0
Madam ?,0
"Here , at your service .",0
Here comes my lord .,0
"Your wife , Fulvia , mustered her army first .",0
Against my brother Lucius ?,0
Yes .,0
"Don't say that , my lord .",0
Where do you think he is now ?,0
"He's in Athens , my lord .",0
"No , he's not .",0
Cleopatra summoned him .,0
"He's given his empire to a whore , and now they're gathering kings to wage a war .",0
"He's recruited Bocchus , the King of Libya ; Archelaus of Cappadocia ; Philadelphos , King of Paphlagonia ; the Thracian king , Adallas ; King Manchus of Arabia ; the King of Pont ; Herod , of Judea ; Mithridates , King of Comagen ; Polemon and Amyntas , the kings of Mede and Lycaonia , and many more .",0
I'm divided between two friends who are determined to kill each other .,0
You're welcome here .,0
I didn't write about breaking the alliance with Antony until I saw you were being misled and realized how dangerous it would be to keep postponing preparations .,0
Cheer yourself .,0
You will always be welcome to me .,0
"Welcome , lady .",0
"Welcome , dear madam .",0
Every heart in Rome loves and pities you .,0
"Only the adulterous and abominable Antony abandons you , giving his power to a whore who turns that power against us .",0
It's undeniable .,0
"You are welcome here , sister .",0
I beg you to continue to be patient .,0
My dearest sister !,0
"But why , why , why ?",0
You opposed my taking part in the war .,0
Isn't this war against me ?,0
Why shouldn't I be there in person ?,0
What do you mean ?,0
Let Rome fall !,0
May the tongues of our critics rot !,0
"I have responsibilities in this war , and as the absolute ruler of my kingdom I will carry out my duties as if I were a man .",0
Don't argue against it .,0
I won't stay behind .,0
"No , I've had my say .",0
Here comes the Emperor .,0
"Isn't it strange , Canidius , that he could cross the Ionian Sea so quickly from Tarentum and Brundusium and take Toryne ? , Have you heard about this , sweet ?",0
No one admires speed more than the lazy .,0
What else ?,0
"Why do you want to do that , my lord ?",0
Because he's daring us to do it .,0
So you've dared him to single combat .,0
"Yes , and you dared Caesar to fight the battle at Pharsalia , where he fought against Pompey .",0
"But Caesar ignores offers that don't give him an advantage , and so should you .",0
His ships are maneuverable .,0
Yours are slow and awkward .,0
Refusing to fight him at sea won't disgrace you .,0
I'll fight at sea .,0
"Even if we fail at that , we can still fight him on land .",0
What's your business ?,0
"The news is true , my lord .",0
He has captured Toryne .,0
"Canidius , take our nineteen",0
"What's the news , brave soldier ?",0
"Oh , don't fight by sea , noble Emperor !",0
Don't trust rotten planks .,0
Don't you trust my sword and these wounds ?,0
Let the Egyptians and Phoenicians go swimming .,0
We are used to winning by standing on the earth and fighting toe to toe .,0
"Well , well , let's go .",0
"By Hercules , I think I'm right .",0
"Soldier , you are .",0
Our leader is being led .,0
"On land you keep the legions and cavalry together , don't you ?",0
"Marcus Octavius , Marcus Justeius , Publicola , and Caelius will go by sea , but we'll keep the bulk on land .",0
Caesar's speed defies belief .,0
"While he was still in Rome , he deployed his forces in so many different disguises that all our spies were fooled .",0
"Who's his lieutenant , do you know ?",0
"A man named Taurus , they say .",0
I know the man well .,0
The Emperor is calling for Canidius .,0
"The present time is like a woman in labor , each minute giving birth to some piece of news .",0
Taurus !,0
My lord ?,0
Don't attack by land .,0
Don't provoke them to battle until we have finished at sea .,0
Our fate depends on this chance .,0
"Assemble our squadrons on the other side of the hill , in sight of Caesar's navy .",0
I can't watch any more .,0
"The Egyptian flagship , the Gods and goddesses , the whole congregation of them !",0
What's wrong with you ?,0
We have lost a major portion of the world through utter foolishness .,0
We have kissed away entire kingdoms and provinces .,0
How goes the battle ?,0
"Right in the middle of the fight , just when the battle could have gone either way , actually we had a slight advantage , that immoral Egyptian nag , May she die of leprosy ! , suddenly became frightened , and turned her ships around and fled .",0
I saw that .,0
The sight made me so sick I couldn't watch any more .,0
"Well , give me the worst news .",0
The bearer of bad news is often blamed for it .,0
Only if the hearer is a fool or a coward .,0
Go on .,0
"As far as I'm concerned , what's past is done .",0
"It's like this : as long as a person tells me the truth , even though it means my death , I will listen as though he praised me .",0
"Oh , my lord !",0
Speak plainly .,0
Call Cleopatra what the Romans call her .,0
"It's easy to err when left to our own devices , but criticism helps us to see our faults and correct them .",0
Good-bye for a while .,0
I never saw such a shameful act .,0
Terrible .,0
Terrible .,0
The battle on the sea is almost lost .,0
"If our general had been his old self , we would have won .",0
"Oh , with his sordid desertion , he sets the example for our own .",0
"Are you considering desertion , as well ?",0
Then everything must really be finished .,0
They fled toward Peloponnesus .,0
I'll yield my legions and cavalry to Caesar .,0
Listen .,0
"Friends , come here .",0
I'm completely lost .,0
I have a ship full of treasure .,0
Escape and make peace with Caesar .,0
Flee ?,0
Not us .,0
I've told cowards to turn their backs on me and run .,0
"Friends , go .",0
I've decided on a plan that doesn't require your assistance .,0
Leave .,0
"Oh , I followed something I'm ashamed to look at now !",0
Even my hair revolts .,0
"Friends , go .",0
I'll give you letters of introduction to some friends of mine who will help you .,0
"Please , don't be sad , and don't tell me how reluctant you are .",0
Take your cues from my own despair .,0
Abandon the person that has abandoned himself .,0
Go to the harbor immediately !,0
I'll give you the title to that ship and its treasure .,0
"Just give me a moment , please , only a moment .",0
"I've relinquished my authority , so please , I'll see you all before long .",0
What else ?,0
Let me sit down .,0
"Oh , damn , damn , damn !",0
Madam !,0
"Madam , oh , good Empress !",0
"The Queen is here , my lord .",0
"Go to him , madam , speak to him .",0
He's not himself because he feels so ashamed .,0
"Well , then , help me .",0
"Most noble sir , stand up .",0
The Queen is coming .,0
She's weak and will die unless you comfort her .,0
"I've destroyed my reputation , a most shameful error .",0
"Sir , here's the Queen .",0
"Oh , where have you led me , Egypt ?",0
"Oh , my lord , my lord , forgive my panic !",0
I didn't think you would follow me .,0
"Queen , you knew very well that my heart was tied to your ship and that you would pull me along with you .",0
You knew that my spirit was completely under your control and that I would ignore the gods' orders in favor of yours .,0
"Oh , forgive me !",0
Now I will have to send my humble proposal of peace to that young man .,0
"You knew that my sword , weakened by my love for you , would obey that love no matter what .",0
Don't shed even one tear .,0
One of your tears is worth everything that was won and lost .,0
Give me a kiss .,0
This repays me .,0
Let the envoy from Antony come in .,0
Do you know him ?,0
Come forward and speak .,0
"Humble as I am , I represent Antony .",0
"Until recently , I was as unimportant to his affairs as the morning dew is to the wide ocean .",0
So be it .,0
Say what you're here for .,0
"If that is not granted , he reduces his requests and asks only that he be allowed to live as a private man in Athens .",0
That's all he asks for himself .,0
Cleopatra recognizes your greatness and accepts your authority .,0
"As for Antony , I'm not interested in his requests .",0
I'll give the Queen a hearing and grant her requests if she either throws her dishonored friend out of Egypt or kills him .,0
Then I'll listen to her .,0
Give my answer to them both .,0
May good luck follow you !,0
Take him safely through the lines .,0
"I go , Caesar .",0
Observe how Antony takes his defeat and how his attitude influences his actions .,0
"I will , Caesar .",0
"What are we going to do , Enobarbus ?",0
"Think about our situation , then die .",0
Who is to blame for this : Antony or I ?,0
Only Antony was at fault .,0
Why should he have followed you ?,0
"With half the world opposing the other half , it wasn't the time for Antony , the pivotal player , to let love distract him .",0
"To race after your departing ships , leaving his navy to watch , was a shame as great as the resulting loss .",0
"Please , let's not talk about it .",0
Is that his answer ?,0
"Yes , my lord .",0
The Queen will be treated fairly if she gives me up ?,0
That's what he says .,0
Tell her .,0
"Your head , my lord ?",0
A messenger has arrived from Caesar .,0
With no more ceremony than that ?,0
"See , ladies , how they scorn me now .",0
I'll be at your service .,0
He's waiting outside .,0
What's your message ?,0
"Your wife , Fulvia , is dead .",0
Where did she die ?,0
In Sicyon .,0
"In this letter you'll find details of her illness and other , more serious matters that concern you .",0
Leave me .,0
What does Caesar want ?,0
It is for your ears only .,0
There are only friends here .,0
Speak confidently .,0
So they are possibly Antony's friends .,0
"Sir , he should have as many as Caesar has .",0
"If Caesar chose , Antony would jump at the chance to be his friend .",0
"As for us , you know we are Antony's , and he is Caesar's .",0
Just remember that he is Caesar .,0
"He knows that you didn't embrace Antony because you loved him , but because you feared him .",0
Oh !,0
He is like a god and knows the truth .,0
My honor wasn't given ; it was only dominated .,0
Shall I tell Caesar what you request from him ?,0
He almost begs for the opportunity to help you .,0
It would please him very much if you would rely on his wealth and success to support you .,0
But he would feel even better if I could tell him that you had left Antony and put yourself under his protection .,0
What's your name ?,0
My name is Thidias .,0
"Most kind messenger , tell great Caesar that through his deputy I kiss his conquering hand .",0
Tell him I am ready to lay my crown at his feet and kneel before him .,0
Promising favors ?,0
By Jove that thunders !,0
"Who are you , slave ?",0
You will be whipped .,0
Take away this lout and whip him .,0
By the moon and stars !,0
Whip him !,0
"If I saw twenty of the greatest powers that pay tribute to Caesar taking such liberties with her hand , what's her name now ?",0
"Whip him , fellows , until he screws up his face like a baby and cries aloud for mercy !",0
Take him away .,0
Caesar's knave will bring him a message for us .,0
"My good lord , You've always been a liar .",0
"But when our vices become habits , Oh , the sadness of it ! , the wise gods blind us , shade our better judgment , make us love our mistakes , and laugh as we strut to our ruin .",0
"Oh , has it come to this ?",0
You were a cold crumb on dead Julius Caesar's plate when I met you .,0
"No , you were one of Gneius Pompey's leftovers , not to mention your other , more depraved affairs , which have somehow managed to avoid becoming the subject of vulgar gossip .",0
"For I'm sure that although you may know what temperance is , you've never experienced it firsthand .",0
Why are you doing this ?,0
"Soundly , my lord .",0
Did he cry ?,0
Did he beg my pardon ?,0
He did ask for mercy .,0
Are you done yet ?,0
"You , my earthly moon , are now eclipsed , and that alone foretells my ruin .",0
"In order to flatter Caesar , would you flirt with the servant who laces up his pants ?",0
Don't you know me still ?,0
Has your heart cooled toward me ?,0
"Ah , dear , if that is true , let heaven make poisonous hail grow from my heart , and let the first hailstone drop down my throat .",0
"As it dissolves , so shall my life .",0
"The next hailstone should hit Caesarion , until one by one all my children , and every one of my brave Egyptians , are killed by the dissolving of this pellet storm and lie unburied , covered by gnats and flies .",0
I am satisfied .,0
I will fight him there .,0
Our land forces have bravely stood firm .,0
"Our tattered navy has reassembled and set sail , as formidable as the sea itself .",0
"Where have you been , my bravery ?",0
"Do you hear what I say , lady ?",0
"If I come back from the battlefield again to kiss those lips , I'll be covered in blood .",0
My sword and I will earn our place in history .,0
We still have hope .,0
That's my brave lord !,0
I'll fight brutally .,0
But now I'll grit my teeth and kill anyone who tries to stop me .,0
"Come , let's have one more extravagant night .",0
Invite all my sad captains .,0
Let's drink through midnight .,0
It's my birthday .,0
"I had planned to celebrate it quietly , but since my lord is once more himself , I will be Cleopatra again .",0
We'll win yet .,0
Do so .,0
"I'll speak to them , and then tonight I'll get them all so drunk that the wine seeps out of their old war wounds .",0
Now he'll work himself up to a fury .,0
"When courage consumes reason , it destroys its only weapon .",0
I'll look for some way to leave his service .,0
"He calls me ""boy"" and scolds me as if he had the power to whip me out of Egypt .",0
"Let the old ruffian discover that I have many other ways to die , and in the meantime , we'll laugh at his challenge .",0
Don't give him time to catch his breath .,0
Anger does not protect the angry well .,0
Tell our top commanders that I want tomorrow's battle to be the last we fight .,0
"Our army has recently acquired many of Mark Antony's former soldiers , enough to capture him .",0
"See that it is done , and prepare a feast for the soldiers .",0
"We have enough supplies for it , and they've earned it .",0
Poor Antony !,0
"What would you like , sir ?",0
I have to leave right away .,0
That will kill our lovers .,0
We know how much they suffer if we are unkind to them .,0
"If we leave , it will feel like nothing less than death to them .",0
I must be gone .,0
"If it's that important , then let the women die .",0
"It would be a pity to throw them away for nothing , but if it's a matter of choosing between them and a great cause , then they're worthless .",0
"If Cleopatra hears even a breath of this , she'll die immediately .",0
"I've seen her claim to be dying twenty times before , and for far less reason .",0
"I think there must be something invigorating about death , since she dies with such enthusiasm .",0
She's more cunning than anyone can imagine .,0
Her sighs and tears are like great winds and floods .,0
"He won't fight with me , Domitius ?",0
No .,0
Why won't he ?,0
"He thinks that since his fortune is twenty times better than yours , it would be like pitting twenty men against one .",0
"Tomorrow , soldier , I'll fight by sea and land .",0
"By the end I will either live , or else I'll restore my honor by shedding my blood .",0
Will you fight well ?,0
"When I strike , I'll cry , ""All or nothing ! "" Well put .",0
Come on .,0
Call out my household servants .,0
Tonight let's have plenty to eat .,0
"You have all served me well , and kings are your peers .",0
The gods forbid !,0
"Well , my good fellows , wait on me tonight .",0
"Keep my cups full and treat me as you did when my empire was one of your fellow servants , obeying my commands .",0
"Look , they're crying .",0
"Ha , ha , ha !",0
May the evil one take me if I meant it like that !,0
Those tears will bring blessings to you .,0
"You interpret my words in a melancholy sense , my hearty friends .",0
"You should know , my friends , that I have good hopes for tomorrow , and that I will lead you as if I expect victory rather than an honorable death .",0
"Good night , brother .",0
Tomorrow is the day .,0
Have you heard about anything unusual happening in the city ?,0
No .,0
What was it ?,0
It was probably just a rumor .,0
Good night .,0
"Well sir , good night .",0
"Soldiers , watch carefully .",0
You too .,0
This is our station .,0
"And if our navy wins tomorrow , no doubt our army will do their part .",0
It's an outstanding army and highly motivated .,0
Quiet !,0
What's that sound ?,0
Listen !,0
There's music coming out of thin air .,0
From under the earth .,0
"It's a lucky sign , isn't it ?",0
No .,0
"Quiet , I say .",0
What does this mean ?,0
"Hello there , good sirs .",0
Yes .,0
Isn't it strange ?,0
"Do you hear that , men ?",0
Do you ?,0
